surface	wikidata_id	document_id	entity_fine_type
Thestor	http://www.wikidata.org/entity/Q3985255	lestragdiesdeso00tourgoog_0115	pers.myth
Thetis	http://www.wikidata.org/entity/Q184437	Wecklein1894_0007	pers.myth
Thiersch	http://www.wikidata.org/entity/Q73076	sophokle1v3soph_0057, sophokle1v3soph_0077	pers.other, pers.editor
Thuc	http://www.wikidata.org/entity/Q41683	cu31924087948174_0052	pers.author
Thuc.	http://www.wikidata.org/entity/Q41683	sophokle1v3soph_0069, sophokle1v3soph_0072, cu31924087948174_0045, cu31924087948174_0056, cu31924087948174_0071, cu31924087948174_0074, cu31924087948174_0079, cu31924087948174_0082, cu31924087948174_0096, cu31924087948174_0108, cu31924087948174_0128, cu31924087948174_0150, sophoclesplaysa05campgoog_0105, sophoclesplaysa05campgoog_0108, sophoclesplaysa05campgoog_0146, sophoclesplaysa05campgoog_0288	pers.author, work.primlit
Thuc.,	http://www.wikidata.org/entity/Q41683	sophoclesplaysa05campgoog_0098	pers.author
Thucyd.	http://www.wikidata.org/entity/Q41683	lestragdiesdeso00tourgoog_0133	pers.author
Thucydide	http://www.wikidata.org/entity/Q41683	lestragdiesdeso00tourgoog_0116	pers.author
Thucydides	http://www.wikidata.org/entity/Q41683	sophoclesplaysa05campgoog_0099	pers.author
Thuk.	http://www.wikidata.org/entity/Q41683	sophokle1v3soph_0080	pers.author
Thyestes	http://www.wikidata.org/entity/Q622504	cu31924087948174_0145	pers.myth
Théo- crite	http://www.wikidata.org/entity/Q219484	lestragdiesdeso00tourgoog_0107	pers.author
Théocrite	http://www.wikidata.org/entity/Q219484	lestragdiesdeso00tourgoog_0138	pers.author
Théognis	http://www.wikidata.org/entity/Q336115	lestragdiesdeso00tourgoog_0140	pers.author
Tibull.	http://www.wikidata.org/entity/Q109598	Wecklein1894_0064	pers.author
Tim.	http://www.wikidata.org/entity/Q371884	sophoclesplaysa05campgoog_0103	work.primlit
Timarch.	http://www.wikidata.org/entity/Q2995964	sophokle1v3soph_0122	work.primlit
Timomachus of Byzantium	http://www.wikidata.org/entity/Q7806922	sophoclesplaysa05campgoog_0146	pers.other
Timotheos von Milet	http://www.wikidata.org/entity/Q669691	Wecklein1894_0027	pers.author
Tr.	http://www.wikidata.org/entity/Q945342	sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0101, sophoclesplaysa05campgoog_0102, sophoclesplaysa05campgoog_0105, sophoclesplaysa05campgoog_0106, sophoclesplaysa05campgoog_0108, sophoclesplaysa05campgoog_0146, sophoclesplaysa05campgoog_0147	work.primlit
Trach.	http://www.wikidata.org/entity/Q945342	Wecklein1894_0019, Wecklein1894_0024, Wecklein1894_0025, Wecklein1894_0029, Wecklein1894_0036, Wecklein1894_0037, Wecklein1894_0043, Wecklein1894_0047, Wecklein1894_0050, Wecklein1894_0052, Wecklein1894_0057, sophokle1v3soph_0062, sophokle1v3soph_0065, sophokle1v3soph_0067, sophokle1v3soph_0075, sophokle1v3soph_0078, sophokle1v3soph_0082, sophokle1v3soph_0083, sophokle1v3soph_0091, sophokle1v3soph_0093, sophokle1v3soph_0109, sophokle1v3soph_0114, sophokle1v3soph_0117, sophokle1v3soph_0123, cu31924087948174_0012, cu31924087948174_0041, cu31924087948174_0047, cu31924087948174_0052, cu31924087948174_0053, cu31924087948174_0058, cu31924087948174_0063, cu31924087948174_0065, cu31924087948174_0075, cu31924087948174_0078, cu31924087948174_0079, cu31924087948174_0083, cu31924087948174_0084, cu31924087948174_0088, cu31924087948174_0100, cu31924087948174_0108, cu31924087948174_0128, lestragdiesdeso00tourgoog_0077, lestragdiesdeso00tourgoog_0080, lestragdiesdeso00tourgoog_0088, lestragdiesdeso00tourgoog_0101, lestragdiesdeso00tourgoog_0104, lestragdiesdeso00tourgoog_0111, lestragdiesdeso00tourgoog_0144, lestragdiesdeso00tourgoog_0147	work.primlit
Trachi- niennes	http://www.wikidata.org/entity/Q945342	lestragdiesdeso00tourgoog_0063, lestragdiesdeso00tourgoog_0139, lestragdiesdeso00tourgoog_0142	work.primlit
Trachin.	http://www.wikidata.org/entity/Q945342	lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0061, lestragdiesdeso00tourgoog_0076, lestragdiesdeso00tourgoog_0084, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0094, lestragdiesdeso00tourgoog_0096, lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0107, lestragdiesdeso00tourgoog_0108, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0120, lestragdiesdeso00tourgoog_0124, lestragdiesdeso00tourgoog_0129, lestragdiesdeso00tourgoog_0130	work.primlit
Trachin.	http://www.wikidata.org/entity/Q1049466	lestragdiesdeso00tourgoog_0138	work.primlit
Trachiniae	http://www.wikidata.org/entity/Q945342	cu31924087948174_0010, cu31924087948174_0041	work.primlit
Trachiniennes	http://www.wikidata.org/entity/Q945342	lestragdiesdeso00tourgoog_0097, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0142, lestragdiesdeso00tourgoog_0144, lestragdiesdeso00tourgoog_0146, lestragdiesdeso00tourgoog_0154	work.primlit
Trachiniennes,	http://www.wikidata.org/entity/Q945342	lestragdiesdeso00tourgoog_0105	work.primlit
Travaux et Jours	http://www.wikidata.org/entity/Q667285	lestragdiesdeso00tourgoog_0073	work.primlit
Tri- clinius	http://www.wikidata.org/entity/Q2987520	cu31924087948174_0064	pers.editor
Triclinius	http://www.wikidata.org/entity/Q2987520	cu31924087948174_0014, cu31924087948174_0061, cu31924087948174_0145	pers.editor, pers.other
Triſt.	http://www.wikidata.org/entity/Q287323	Wecklein1894_0033	work.primlit
Troad	http://www.wikidata.org/entity/Q2454671	cu31924087948174_0138	loc
Troia	http://www.wikidata.org/entity/Q22647	Wecklein1894_0040	loc
Troie	http://www.wikidata.org/entity/Q22647	lestragdiesdeso00tourgoog_0140	loc
Troja	http://www.wikidata.org/entity/Q22647	sophokle1v3soph_0017, sophokle1v3soph_0072, sophokle1v3soph_0093, sophokle1v3soph_0120	loc
Troy	http://www.wikidata.org/entity/Q22647	cu31924087948174_0073, cu31924087948174_0078, sophoclesplaysa05campgoog_0014, sophoclesplaysa05campgoog_0146	loc
Troyennes	http://www.wikidata.org/entity/Q1216943	lestragdiesdeso00tourgoog_0131, lestragdiesdeso00tourgoog_0143	work.primlit
Tucker	http://www.wikidata.org/entity/Q15429298	sophoclesplaysa05campgoog_0108	pers.author
Turnebus	http://www.wikidata.org/entity/Q376210	cu31924087948174_0014	pers.author, pers.editor
Té- lamon	http://www.wikidata.org/entity/Q331327	lestragdiesdeso00tourgoog_0088	pers.myth
Té- lemon	http://www.wikidata.org/entity/Q331327	lestragdiesdeso00tourgoog_0085	pers.myth
Télamon	http://www.wikidata.org/entity/Q331327	lestragdiesdeso00tourgoog_0085	pers.myth
Téménos	http://www.wikidata.org/entity/Q636796	lestragdiesdeso00tourgoog_0147	pers.myth
Ulubrae	http://www.wikidata.org/entity/Q7880775	sophokle1v3soph_0200	loc
Ulysse	http://www.wikidata.org/entity/Q47231	lestragdiesdeso00tourgoog_0055, lestragdiesdeso00tourgoog_0137, lestragdiesdeso00tourgoog_0152	pers.myth
Valckenär	http://www.wikidata.org/entity/Q2155572	sophoclesplaysa05campgoog_0288	pers.editor
Var. Histor	http://www.wikidata.org/entity/Q26257556	lestragdiesdeso00tourgoog_0134	work.primlit
Vauvillers	http://www.wikidata.org/entity/Q3165926	cu31924087948174_0014	pers.author, pers.editor
Vell. Pat.	http://www.wikidata.org/entity/Q316098	sophokle1v3soph_0118	pers.author
Velléjus Paterculus	http://www.wikidata.org/entity/Q316098	lestragdiesdeso00tourgoog_0129	pers.author
Venice	http://www.wikidata.org/entity/Q641	cu31924087948174_0014	loc
Venus Genetrix	https://www.wikidata.org/wiki/Q47652	sophoclesplaysa05campgoog_0147	pers.myth
Verg.	http://www.wikidata.org/entity/Q1398	Wecklein1894_0062, Wecklein1894_0096, sophoclesplaysa05campgoog_0098	pers.author
Vesp.	http://www.wikidata.org/entity/Q1217552	sophoclesplaysa05campgoog_0105	work.primlit
Victo- rius	http://www.wikidata.org/entity/Q784373	cu31924087948174_0014	pers.editor
Virgile	http://www.wikidata.org/entity/Q1398	lestragdiesdeso00tourgoog_0021, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0097, lestragdiesdeso00tourgoog_0116, lestragdiesdeso00tourgoog_0133, lestragdiesdeso00tourgoog_0142	pers.author
Vit. Apoll.	http://www.wikidata.org/entity/Q1225196	sophoclesplaysa05campgoog_0146	work.primlit
W. SCOTT	http://www.wikidata.org/entity/Q79025	cu31924087948174_0082	pers.author
W. und T.	http://www.wikidata.org/entity/Q667285	Wecklein1894_0032	work.primlit
Wander	http://www.wikidata.org/entity/Q15438962	lestragdiesdeso00tourgoog_0146	pers.author
Wo.	http://www.wikidata.org/entity/Q868447	Wecklein1894_0029	work.primlit
Wun- der	http://www.wikidata.org/entity/Q15438962	lestragdiesdeso00tourgoog_0095, lestragdiesdeso00tourgoog_0154, lestragdiesdeso00tourgoog_0155	pers.other, pers.author
Wunder	http://www.wikidata.org/entity/Q15438962	lestragdiesdeso00tourgoog_0025, lestragdiesdeso00tourgoog_0067, lestragdiesdeso00tourgoog_0073, lestragdiesdeso00tourgoog_0074, lestragdiesdeso00tourgoog_0086, lestragdiesdeso00tourgoog_0088, lestragdiesdeso00tourgoog_0089, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0098, lestragdiesdeso00tourgoog_0099, lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0109, lestragdiesdeso00tourgoog_0111, lestragdiesdeso00tourgoog_0113, lestragdiesdeso00tourgoog_0116, lestragdiesdeso00tourgoog_0118, lestragdiesdeso00tourgoog_0119, lestragdiesdeso00tourgoog_0121, lestragdiesdeso00tourgoog_0123, lestragdiesdeso00tourgoog_0124, lestragdiesdeso00tourgoog_0125, lestragdiesdeso00tourgoog_0129, lestragdiesdeso00tourgoog_0130, lestragdiesdeso00tourgoog_0136, lestragdiesdeso00tourgoog_0138, lestragdiesdeso00tourgoog_0139, lestragdiesdeso00tourgoog_0140, lestragdiesdeso00tourgoog_0142, lestragdiesdeso00tourgoog_0144, lestragdiesdeso00tourgoog_0146, lestragdiesdeso00tourgoog_0148, lestragdiesdeso00tourgoog_0149, lestragdiesdeso00tourgoog_0151, lestragdiesdeso00tourgoog_0152, lestragdiesdeso00tourgoog_0153	pers.author, pers.other, pers.editor
Wunder	http://www.wikidata.org/entity/Q44727535	lestragdiesdeso00tourgoog_0145	pers.author
Wunder	https://www.wikidata.org/wiki/Q15438962	lestragdiesdeso00tourgoog_0151	pers.other
Xen.	http://www.wikidata.org/entity/Q129772	Wecklein1894_0035, Wecklein1894_0046, sophoclesplaysa05campgoog_0098, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0101, sophoclesplaysa05campgoog_0147	pers.author
Xen.	http://www.wikidata.org/entity/Q20102260	sophokle1v3soph_0066	pers.author
Xeno- phon	http://www.wikidata.org/entity/Q129772	sophoclesplaysa05campgoog_0099	pers.author
Xenoph.	http://www.wikidata.org/entity/Q129772	lestragdiesdeso00tourgoog_0133	pers.author
Xerxes	http://www.wikidata.org/entity/Q18217408	cu31924087948174_0078	pers.other
Xerxès	http://www.wikidata.org/entity/Q129165	lestragdiesdeso00tourgoog_0101	pers.other
Xé- nophon	http://www.wikidata.org/entity/Q129772	lestragdiesdeso00tourgoog_0080	pers.author
Xénophon	http://www.wikidata.org/entity/Q129772	lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0109, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0124	pers.author
Zaleukos	http://www.wikidata.org/entity/Q145090	Wecklein1894_0063	pers.myth
Zenob.	http://www.wikidata.org/entity/Q189699	Wecklein1894_0022	pers.author
Zeus	http://www.wikidata.org/entity/Q34201	Wecklein1894_0006, Wecklein1894_0060, sophokle1v3soph_0062, sophokle1v3soph_0077, sophokle1v3soph_0117, cu31924087948174_0035, cu31924087948174_0036, cu31924087948174_0038, cu31924087948174_0055, cu31924087948174_0057, cu31924087948174_0059, cu31924087948174_0076, cu31924087948174_0083, sophoclesplaysa05campgoog_0105	pers.myth
carm.	http://www.wikidata.org/entity/Q943884	Wecklein1894_0029, Wecklein1894_0062, Wecklein1894_0080	work.primlit
contr. Steph.	http://www.wikidata.org/entity/Q24965445	cu31924087948174_0085	work.primlit
de amic.	http://www.wikidata.org/entity/Q675210	Wecklein1894_0063	work.primlit
discours Sur les Mystères	http://www.wikidata.org/entity/Q87737021	lestragdiesdeso00tourgoog_0064	work.primlit
epist.	http://www.wikidata.org/entity/Q677997	Wecklein1894_0060	work.primlit
http://www.wikidata.org/entity/Q241077	http://www.wikidata.org/entity/Q241077	lestragdiesdeso00tourgoog_0106	work.primlit
hymne homérique à Apollon	http://www.wikidata.org/entity/Q3798932	lestragdiesdeso00tourgoog_0067	work.primlit
hüœc&œ	http://www.wikidata.org/entity/Q1415903	lestragdiesdeso00tourgoog_0145	work.primlit
ib.	http://www.wikidata.org/entity/Q1415903	sophoclesplaysa05campgoog_0108, sophoclesplaysa05campgoog_0168	work.primlit
ib.	http://www.wikidata.org/entity/Q148643	sophoclesplaysa05campgoog_0097	work.primlit
ib.	http://www.wikidata.org/entity/Q294001	sophoclesplaysa05campgoog_0097	work.primlit
ib.	http://www.wikidata.org/entity/Q76347075	sophoclesplaysa05campgoog_0104	work.primlit
ib.	http://www.wikidata.org/entity/Q8275	lestragdiesdeso00tourgoog_0055	work.primlit
id.	http://www.wikidata.org/entity/Q45936	lestragdiesdeso00tourgoog_0134	pers.author
kleinen Ilias	http://www.wikidata.org/entity/Q2087365	Wecklein1894_0007	work.primlit
lcarie	http://www.wikidata.org/entity/Q209576	lestragdiesdeso00tourgoog_0067	loc
les Perses	http://www.wikidata.org/entity/Q788458	lestragdiesdeso00tourgoog_0067	work.primlit
les Trachiniennes	http://www.wikidata.org/entity/Q945342	lestragdiesdeso00tourgoog_0143	work.primlit
ll.	http://www.wikidata.org/entity/Q8275	sophokle1v3soph_0062, sophokle1v3soph_0078, sophokle1v3soph_0089	work.primlit
lokaste	http://www.wikidata.org/entity/Q131445	sophokle1v3soph_0066	pers.myth
or.	http://www.wikidata.org/entity/Q13040256	sophoclesplaysa05campgoog_0291	work.primlit
philoctetes	http://www.wikidata.org/entity/Q1415903	sophokle1v3soph_0080	work.primlit
Än.	http://www.wikidata.org/entity/Q60220	Wecklein1894_0096	work.primlit
Äthiopis	http://www.wikidata.org/entity/Q410483	Wecklein1894_0007	work.primlit
Äſch.	http://www.wikidata.org/entity/Q40939	Wecklein1894_0016, Wecklein1894_0019, Wecklein1894_0021, Wecklein1894_0025, Wecklein1894_0029, Wecklein1894_0030, Wecklein1894_0032, Wecklein1894_0033, Wecklein1894_0035, Wecklein1894_0038, Wecklein1894_0039, Wecklein1894_0043, Wecklein1894_0045, Wecklein1894_0048, Wecklein1894_0056, Wecklein1894_0057, Wecklein1894_0059, Wecklein1894_0062, Wecklein1894_0064, Wecklein1894_0065, Wecklein1894_0082	pers.author
Äſchylos	http://www.wikidata.org/entity/Q40939	Wecklein1894_0008, Wecklein1894_0016	pers.author
Ælian	http://www.wikidata.org/entity/Q313782	lestragdiesdeso00tourgoog_0134	pers.author
Æschyl.	http://www.wikidata.org/entity/Q40939	lestragdiesdeso00tourgoog_0073	pers.author
Éaque	http://www.wikidata.org/entity/Q206187	lestragdiesdeso00tourgoog_0085	pers.myth
Égine	http://www.wikidata.org/entity/Q321298	lestragdiesdeso00tourgoog_0085	pers.myth
Égisthe	http://www.wikidata.org/entity/Q212091	lestragdiesdeso00tourgoog_0069	pers.myth
Él.	http://www.wikidata.org/entity/Q733444	lestragdiesdeso00tourgoog_0101, lestragdiesdeso00tourgoog_0120, lestragdiesdeso00tourgoog_0145	work.primlit
Élect.	http://www.wikidata.org/entity/Q733444	lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0092, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0095	work.primlit
Électre	http://www.wikidata.org/entity/Q540161	lestragdiesdeso00tourgoog_0147	work.primlit
Électre	http://www.wikidata.org/entity/Q733444	lestragdiesdeso00tourgoog_0059, lestragdiesdeso00tourgoog_0061, lestragdiesdeso00tourgoog_0063, lestragdiesdeso00tourgoog_0066, lestragdiesdeso00tourgoog_0070, lestragdiesdeso00tourgoog_0081, lestragdiesdeso00tourgoog_0084, lestragdiesdeso00tourgoog_0085, lestragdiesdeso00tourgoog_0088, lestragdiesdeso00tourgoog_0089, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0094, lestragdiesdeso00tourgoog_0101, lestragdiesdeso00tourgoog_0105, lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0107, lestragdiesdeso00tourgoog_0109, lestragdiesdeso00tourgoog_0110, lestragdiesdeso00tourgoog_0113, lestragdiesdeso00tourgoog_0114, lestragdiesdeso00tourgoog_0115, lestragdiesdeso00tourgoog_0116, lestragdiesdeso00tourgoog_0118, lestragdiesdeso00tourgoog_0119, lestragdiesdeso00tourgoog_0120, lestragdiesdeso00tourgoog_0121, lestragdiesdeso00tourgoog_0122, lestragdiesdeso00tourgoog_0123, lestragdiesdeso00tourgoog_0125, lestragdiesdeso00tourgoog_0129, lestragdiesdeso00tourgoog_0130, lestragdiesdeso00tourgoog_0133, lestragdiesdeso00tourgoog_0138, lestragdiesdeso00tourgoog_0139, lestragdiesdeso00tourgoog_0140, lestragdiesdeso00tourgoog_0143, lestragdiesdeso00tourgoog_0153	work.primlit
Élien	http://www.wikidata.org/entity/Q313782	lestragdiesdeso00tourgoog_0122	pers.author
Énéide	http://www.wikidata.org/entity/Q60220	lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0097, lestragdiesdeso00tourgoog_0116, lestragdiesdeso00tourgoog_0142	work.primlit
Éribée	http://www.wikidata.org/entity/Q1295435	lestragdiesdeso00tourgoog_0098	pers.myth
Érèbe	http://www.wikidata.org/entity/Q131122	lestragdiesdeso00tourgoog_0085	pers.myth
Öd.	http://www.wikidata.org/entity/Q148643	Wecklein1894_0059	work.primlit
Öd.	http://www.wikidata.org/entity/Q35160	Wecklein1894_0015, Wecklein1894_0018, Wecklein1894_0019, Wecklein1894_0020, Wecklein1894_0022, Wecklein1894_0025, Wecklein1894_0031, Wecklein1894_0049, Wecklein1894_0050, Wecklein1894_0057	work.primlit
Öd. K.	http://www.wikidata.org/entity/Q294001	Wecklein1894_0080, Wecklein1894_0082	work.primlit
Öd. T.	http://www.wikidata.org/entity/Q148643	Wecklein1894_0058, Wecklein1894_0063	work.primlit
Öd. Tyr.	http://www.wikidata.org/entity/Q148643	Wecklein1894_0046, Wecklein1894_0048	work.primlit
Œdipe	http://www.wikidata.org/entity/Q130890	lestragdiesdeso00tourgoog_0151	pers.myth
Α)»κ	http://www.wikidata.org/entity/Q172725	lestragdiesdeso00tourgoog_0055	pers.myth
Αἰθιοπίς	http://www.wikidata.org/entity/Q410483	cu31924087948174_0034	work.primlit
Αἱ.	http://www.wikidata.org/entity/Q412341	sophokle1v3soph_0200	work.primlit
Επ8- tathe	http://www.wikidata.org/entity/Q453465	lestragdiesdeso00tourgoog_0077	pers.author
Ο. C.	http://www.wikidata.org/entity/Q294001	cu31924087948174_0012, cu31924087948174_0049, cu31924087948174_0118	work.primlit
Ο. R.	http://www.wikidata.org/entity/Q148643	sophokle1v3soph_0093	work.primlit
Ἰλιὰς μικρά	http://www.wikidata.org/entity/Q2087365	cu31924087948174_0034	work.primlit
ὙΥυπάετ	http://www.wikidata.org/entity/Q15438962	lestragdiesdeso00tourgoog_0148	pers.author
